,variance0,chroma_pred_score,dev.variance0,dev.mean_diff_ext,score
0,3.9143473716481706e-05,1.0,0.002202804899622552,0.07106707096099818,good_good
0,71.74077408455314,0.875,0.003155449514026622,0.08783730268478429,bad_good
0,409.8244033353544,0.5517241379310345,0.012375005395421489,0.16938915252685538,bad_bad
0,5.2003448477606006e-09,1.0,0.017894757231090293,0.20101040601730347,good_bad
